budget_id,area_sqm,tier,line_item,amount_cny,calc_basis,source_nature,source_refs,assumption_flag,notes
CX_400_高端型_0222,400,高端型,房租押金,24000,按中位大面积租金假设30元/㎡/月×400㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0223,400,高端型,转让费预备,100000,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0224,400,高端型,加盟费(单列不计入装修),200000,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,brand_claim,REN贝尔加盟18-60万量级仅作高端示例,brand_claim,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0225,400,高端型,开业人工(筹备期),12000,筹备3人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0226,400,高端型,开业营销,25000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0227,400,高端型,预备金(15%),172033,对装修+设备+开办核心小计1146886×15%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_TOTAL,400,高端型,合计(含押金转让加盟预备金),1642919,核心(装修设备开办)≈1146886+预备金172033+押金24000+转让100000+加盟200000,model_assumption,sum,model_assumption,加盟费200000已单列可剥离；装修相关核心(不含押金转让加盟预备)≈1146886
CX_500_经济型_0229,500,经济型,设计费,13500,硬装造价×3%；硬装单价900元/㎡×500㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0230,500,经济型,拆除工程,12500,500㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0231,500,经济型,水电改造,62308,500㎡×180元/㎡×档位系数0.69,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0232,500,经济型,墙地面天花,202500,硬装主体约45%：900×0.45×500,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0233,500,经济型,隔墙隔断,27692,500×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0234,500,经济型,消防工程,60000,500×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0235,500,经济型,厨房装修,55385,厨区32㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0236,500,经济型,排烟系统,18000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0237,500,经济型,燃气开户与改造,8000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0238,500,经济型,给排水改造,20000,500×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0239,500,经济型,厕所洁具与防水,25000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0240,500,经济型,空调,28000,500×80元/㎡×设备系数0.7,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0241,500,经济型,新风,21000,500×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0242,500,经济型,照明,15577,500×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0243,500,经济型,监控,16000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0244,500,经济型,门禁,3000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0245,500,经济型,网络弱电,7500,500×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0246,500,经济型,桌椅,5280,55套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0247,500,经济型,午休床,5500,55张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0248,500,经济型,床品,13750,55套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0249,500,经济型,储物柜,3080,55格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0250,500,经济型,厨电灶具,10500,灶具+油烟机+消毒柜基础包×0.7,model_assumption,REN_014,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0251,500,经济型,冰箱冷柜,15000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0252,500,经济型,消毒柜/消毒设备,2100,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0253,500,经济型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0254,500,经济型,餐具,2200,55人份×40元,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0255,500,经济型,办公家具电器,2750,前台桌椅电脑打印×软装系数0.55,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0256,500,经济型,门头招牌,8000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0257,500,经济型,软装装饰,11000,500×40×软装系数0.55,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0258,500,经济型,软件系统,3000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0259,500,经济型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0260,500,经济型,房租押金,30000,按中位大面积租金假设30元/㎡/月×500㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0261,500,经济型,转让费预备,0,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0262,500,经济型,加盟费(单列不计入装修),0,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,model_assumption,REN贝尔加盟18-60万量级仅作高端示例,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0263,500,经济型,开业人工(筹备期),16000,筹备4人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0264,500,经济型,开业营销,40000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_0265,500,经济型,预备金(10%),74062,对装修+设备+开办核心小计740622×10%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_经济型_TOTAL,500,经济型,合计(含押金转让加盟预备金),844684,核心(装修设备开办)≈740622+预备金74062+押金30000+转让0+加盟0,model_assumption,sum,model_assumption,加盟费0已单列可剥离；装修相关核心(不含押金转让加盟预备)≈740622
CX_500_标准品质型_0267,500,标准品质型,设计费,19500,硬装造价×3%；硬装单价1300元/㎡×500㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0268,500,标准品质型,拆除工程,12500,500㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0269,500,标准品质型,水电改造,90000,500㎡×180元/㎡×档位系数1.00,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0270,500,标准品质型,墙地面天花,292500,硬装主体约45%：1300×0.45×500,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0271,500,标准品质型,隔墙隔断,40000,500×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0272,500,标准品质型,消防工程,60000,500×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0273,500,标准品质型,厨房装修,80000,厨区32㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0274,500,标准品质型,排烟系统,28000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0275,500,标准品质型,燃气开户与改造,12000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0276,500,标准品质型,给排水改造,20000,500×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0277,500,标准品质型,厕所洁具与防水,25000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0278,500,标准品质型,空调,40000,500×80元/㎡×设备系数1.0,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0279,500,标准品质型,新风,30000,500×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0280,500,标准品质型,照明,22500,500×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0281,500,标准品质型,监控,16000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0282,500,标准品质型,门禁,5000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0283,500,标准品质型,网络弱电,7500,500×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0284,500,标准品质型,桌椅,6600,55套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0285,500,标准品质型,午休床,19250,55张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0286,500,标准品质型,床品,13750,55套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0287,500,标准品质型,储物柜,4400,55格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0288,500,标准品质型,厨电灶具,15000,灶具+油烟机+消毒柜基础包×1.0,model_assumption,REN_014,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0289,500,标准品质型,冰箱冷柜,15000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0290,500,标准品质型,消毒柜/消毒设备,3000,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0291,500,标准品质型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0292,500,标准品质型,餐具,2200,55人份×40元,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0293,500,标准品质型,办公家具电器,4250,前台桌椅电脑打印×软装系数0.85,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0294,500,标准品质型,门头招牌,15000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0295,500,标准品质型,软装装饰,17000,500×40×软装系数0.85,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0296,500,标准品质型,软件系统,8000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0297,500,标准品质型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0298,500,标准品质型,房租押金,30000,按中位大面积租金假设30元/㎡/月×500㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0299,500,标准品质型,转让费预备,50000,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0300,500,标准品质型,加盟费(单列不计入装修),0,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,model_assumption,REN贝尔加盟18-60万量级仅作高端示例,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0301,500,标准品质型,开业人工(筹备期),16000,筹备4人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0302,500,标准品质型,开业营销,40000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_0303,500,标准品质型,预备金(12%),118374,对装修+设备+开办核心小计986450×12%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_标准品质型_TOTAL,500,标准品质型,合计(含押金转让加盟预备金),1184824,核心(装修设备开办)≈986450+预备金118374+押金30000+转让50000+加盟0,model_assumption,sum,model_assumption,加盟费0已单列可剥离；装修相关核心(不含押金转让加盟预备)≈986450
CX_500_高端型_0305,500,高端型,设计费,30000,硬装造价×3%；硬装单价2000元/㎡×500㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0306,500,高端型,拆除工程,15000,500㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0307,500,高端型,水电改造,138462,500㎡×180元/㎡×档位系数1.54,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0308,500,高端型,墙地面天花,450000,硬装主体约45%：2000×0.45×500,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0309,500,高端型,隔墙隔断,61538,500×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0310,500,高端型,消防工程,66000,500×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0311,500,高端型,厨房装修,123077,厨区32㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0312,500,高端型,排烟系统,45000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0313,500,高端型,燃气开户与改造,20000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0314,500,高端型,给排水改造,20000,500×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0315,500,高端型,厕所洁具与防水,25000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0316,500,高端型,空调,56000,500×80元/㎡×设备系数1.4,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0317,500,高端型,新风,42000,500×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0318,500,高端型,照明,34615,500×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0319,500,高端型,监控,16000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0320,500,高端型,门禁,9000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0321,500,高端型,网络弱电,7500,500×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0322,500,高端型,桌椅,9900,55套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0323,500,高端型,午休床,30250,55张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0324,500,高端型,床品,13750,55套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0325,500,高端型,储物柜,6160,55格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0326,500,高端型,厨电灶具,21000,灶具+油烟机+消毒柜基础包×1.4,model_assumption,REN_014,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0327,500,高端型,冰箱冷柜,15000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0328,500,高端型,消毒柜/消毒设备,4200,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0329,500,高端型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0330,500,高端型,餐具,2200,55人份×40元,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_500_高端型_0331,500,高端型,办公家具电器,6000,前台桌椅电脑打印×软装系数1.2,model_assumption,,model_assumption,设计在册人数代理n=55仅用于家具设备规模，非断言500㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
